heb_token,eng_word,num,gen
שפן,šafān,sg,ms
יד,yad,sg,fm
מיטה,miṭā,sg,fm
סיפור,sipūr,sg,ms
תיק,tiq,sg,ms
גג,gag,sg,ms
ילד,yēled,sg,ms
כובע,kōvaʕ,sg,ms
לחם,lēxem,sg,ms
שיר,šir,sg,ms
דוד,dod,sg,ms
כוס,kos,sg,fm
ים,yam,sg,ms
גלגל,galgāl,sg,ms
סכין,sakīn,sg,ms
דלת,dēlet,sg,fm
חתול,xatūl,sg,ms
תרנגול,tarnegōl,sg,ms
חג,xag,sg,ms
גשם,gēšem,sg,ms
שמים,šamāyim,pl,ms
פרפר,parpār,sg,ms
טלפון,ṭēlefon,sg,ms
סדר,sēder,sg,ms
ספר,sēfer,sg,ms
תינוק,tinōq,sg,ms
גב,gav,sg,ms
בנדוד,bendod,sg,ms
תמונות,tmunōt,pl,fm
טובה,ṭovā,sg,fm
פה,pe,sg,ms
מנורה,menorā,sg,fm
כרובית,kruvīt,sg,fm
תולעת,tolāʕat,sg,fm
כבוד,kavōd,sg,ms
עיגול,ʕigūl,sg,ms
עיגולים,ʕigulīm,pl,ms
חיה,xayā,sg,fm
שירים,širīm,pl,ms
עצים,ʕecīm,pl,ms
מכנסיים,miḳnasāyim,pl,ms
פזל,pāzel,sg,ms
מקום,maqōm,sg,ms
נמר,namēr,sg,ms
קוף,qof,sg,ms
בננה,banāna,sg,fm
בקבוק,baqbūq,sg,ms
כלב,kēlev,sg,ms
עצם,ʕēcem,sg,fm
ספסל,safsāl,sg,ms
ענבים,ʕanavīm,pl,ms
שמש,šēmeš,sg,fm
סבא,sābaʔ,sg,ms
אוטובוס,ʔōṭobus,sg,ms
מכונית,meḳonīt,sg,fm
שלום,šalōm,sg,ms
חרוזים,xaruzīm,pl,ms
קופסה,qufsā,sg,fm
ביצה,beycā,sg,fm
חרוז,xarūz,sg,ms
שולחן,šulxān,sg,ms
חמודה,xamudā,sg,fm
תמונה,tmunā,sg,fm
רגע,rēgaʕ,sg,ms
גיר,gir,sg,ms
ארגז,ʔargāz,sg,ms
בגדים,bgadīm,pl,ms
כיף,keyf,sg,ms
סנדל,sandāl,sg,ms
נעל,nāʕal,sg,fm
רעיון,raʕayōn,sg,ms
דברים,dvarīm,pl,ms
צדדים,cdadīm,pl,ms
טייפ,ṭeyp,sg,ms
כדור,kadūr,sg,ms
רעש,rāʕaš,sg,ms
צוואר,cawāʔr,sg,ms
פצע,pēcaʕ,sg,ms
כיסא,kisēʔ,sg,ms
עגלה,ʕagalā,sg,fm
בית,bāyit,sg,ms
ספרים,sfarīm,pl,ms
כדורים,kadurīm,pl,ms
סופר,sūper_mārqeṭ,sg,ms
כפית,kapīt,sg,fm
גבינה,gvinā,sg,fm
תירס,tīras,sg,ms
צלחת,calāxat,sg,fm
אורז,ʔōrez,sg,ms
מיץ,mic,sg,ms
ברווז,barwāz,sg,ms
סיר,sir,sg,ms
תות,tut,sg,ms
פרצוף,parcūf,sg,ms
סיפורים,sipurīm,pl,ms
בלון,balōn,sg,ms
בטן,bēṭen,sg,fm
עיקר,ʕiqār,sg,ms
עטיפה,ʕaṭifā,sg,fm
רכבת,rakēvet,sg,fm
שעון,šaʕōn,sg,ms
נדנדה,nadnedā,sg,fm
אמבטיות,ʔambāṭyot,pl,fm
רצפה,ricpā,sg,fm
מזלג,mazlēg,sg,ms
ליצן,leycān,sg,ms
נקנקיה,naqniqiyā,sg,fm
חנות,xanūt,sg,fm
בלגן,balagān,sg,ms
מוצץ,mocēc,sg,ms
פסים,pasīm,pl,ms
צורה,curā,sg,fm
כוכב,koḳāv,sg,ms
אוניה,ʔoniyā,sg,fm
קקי,qāqi,sg,ms
קורקבן,qurqevān,sg,ms
כתפיים,ktefāyim,pl,fm
ברך,bēreḳ,sg,fm
אשה,ʔišā,sg,fm
תור,tor,sg,ms
דיוק,diyūq,sg,ms
בצל,bacāl,sg,ms
תפוח,tapūax,sg,ms
פרחים,praxīm,pl,ms
שביל,švil,sg,ms
דרך,dēreḳ,sg,fm
עננים,ʕananīm,pl,ms
ארנב,ʔarnāv,sg,ms
ינשוף,yanšūf,sg,ms
מסטיק,māsṭiq,sg,ms
ארוחה,ʔaruxā,sg,fm
מילה,milā,sg,fm
פפיטה,pepīṭa,sg,fm
בד,bad,sg,ms
רוח,rūax,sg,
לשון,lašōn,sg,fm
ניר,neyār,sg,ms
תה,te,sg,ms
פעם,pāʕam,sg,fm
סימן,simān,sg,ms
כוסות,kosōt,pl,fm
צלחות,calaxōt,pl,fm
תייש,tāyiš,sg,ms
מזל,mazāl,sg,ms
שלולית,šlulīt,sg,fm
תחתונים,taxtonīm,pl,ms
פינה,pinā,sg,fm
חלב,xalāv,sg,ms
שנה,šanā,sg,fm
שורה,šurā,sg,fm
מתנה,matanā,sg,fm
אצבעות,ʔecbaʕōt,pl,fm
כריות,kariyōt,pl,fm
חיים,xayīm,pl,ms
שבת,šabāt,sg,fm
עכברים,ʕaḳbarīm,pl,ms
גמל,gamāl,sg,ms
טלה,ṭalē,sg,ms
מין,min,sg,ms
מדורה,medurā,sg,fm
בן,ben,sg,ms
ביס,bis,sg,ms
מכסה,miḳsē,sg,ms
ציורים,ciyurīm,pl,ms
דבר,davār,sg,ms
כיס,kis,sg,ms
נורה,nurā,sg,fm
דבש,dvaš,sg,ms
אווירון,ʔawirōn,sg,ms
עיזים,ʕizīm,pl,ms
עז,ʕez,sg,fm
שלומך,šlomēḳ,sg,ms
סוסים,susīm,pl,ms
מלחמה,milxamā,sg,fm
אבן,ʔēven,sg,fm
ריבוע,ribūaʕ,sg,ms
טלווזיה,ṭelewīzya,sg,fm
זמן,zman,sg,ms
כלבלב,klavlāv,sg,ms
תקליט,taqlīṭ,sg,ms
מכוניות,meḳoniyōt,pl,fm
סרט,sēreṭ,sg,ms
בנק,banq,sg,ms
עצמך,ʕacmēḳ,sg,fm
צימוקים,cimuqīm,pl,ms
פרה,parā,sg,fm
עדר,ʕēder,sg,ms
חברים,xaverīm,pl,ms
עין,ʕāyin,sg,fm
נשיקה,nešiqā,sg,fm
מגדל,migdāl,sg,ms
נביא,navīʔ,sg,ms
זקן,zaqān,sg,ms
מגבת,magēvet,sg,fm
דלי,dli,sg,ms
תפוחים,tapuxīm,pl,ms
בגד,bēged,sg,ms
שאלה,šeʔelā,sg,fm
פיתה,pīta,sg,fm
קשוא,qišūʔ,sg,ms
עגבניה,ʕagvaniyā,sg,fm
ירקות,yeraqōt,pl,ms
רגליים,raglāyim,pl,fm
מפה,mapā,sg,fm
בנין,binyān,sg,ms
גליל,galīl,sg,ms
כלים,kelīm,pl,ms
סדין,sadīn,sg,ms
בתדודה,batdōda,sg,fm
גובה,gōva,sg,ms
קצה,qce,sg,ms
אווירונים,ʔawironīm,pl,ms
משחק,miṣxāq,sg,ms
נירות,niyarōt,pl,ms
שעה,šaʕā,sg,fm
המון,hamōn,sg,ms
מטבח,miṭbāx,sg,ms
מדרגות,madregōt,pl,fm
שניה,šniyā,sg,fm
גרב,gērev,sg,ms
צעצועים,caʕacuʕīm,pl,ms
צורות,curōt,pl,fm
עיפרון,ʕiparōn,sg,ms
קרונות,qronōt,pl,ms
טיול,ṭiyūl,sg,ms
חתיכה,xatiḳā,sg,fm
גרעינים,garʕinīm,pl,ms
מוזיקה,mūziqa,sg,fm
קליפה,qlipā,sg,fm
לב,lev,sg,ms
צורך,cōreḳ,sg,ms
חברה,xaverā,sg,fm
תינוקת,tinōqet,sg,fm
מצפטל,micpēṭel,sg,ms
יתר,yēter,sg,ms
תרנגולת,tarnegōlet,sg,fm
גופיה,gufiyā,sg,fm
ימין,yemīn,sg,ms
אוהב,ʔohēv,sg,ms
דבק,dēveq,sg,ms
מלך,mēleḳ,sg,ms
נקניק,naqnīq,sg,ms
מלבן,malbēn,sg,ms
אורח,ʔorēax,sg,ms
ציפורים,ciporīm,pl,ms
דודה,dōda,sg,fm
בת,bat,sg,fm
צימוק,cimūq,sg,ms
מקל,maqēl,sg,ms
מלח,mēlax,sg,ms
חלקים,xalaqīm,pl,ms
כסף,kēsef,sg,ms
רשות,rešūt,sg,fm
סוכר,sukār,sg,ms
רחוב,rexōv,sg,ms
סומסום,sūmsum,sg,
פחאשפה,paxʔašpā,sg,ms
חתיכות,xatiḳōt,pl,fm
מכה,makā,sg,fm
סוף,sof,sg,ms
עולים,ʕolīm,pl,ms
מלמד,melamēd,sg,ms
אוהבת,ʔohēvet,sg,fm
דפים,dapīm,pl,ms
מספרים,misparīm,pl,ms
גירים,girīm,pl,ms
ברכיים,birkāyim,pl,fm
חמוד,xamūd,sg,ms
גיבור,gibōr,sg,ms
בנות,banōt,pl,fm
בחור,baxūr,sg,ms
אגם,ʔagām,sg,ms
נשים,našīm,pl,fm
חבר,xavēr,sg,ms
גופתו,gufatō,sg,fm
מפלצת,miflēcet,sg,fm
גינה,ginā,sg,fm
פרווה,parwā,sg,fm
זרעים,zraʕīm,pl,ms
עכביש,ʕakavīš,sg,ms
לוח,lūax,sg,ms
בלונים,balōnim,pl,ms
קסטה,qasēṭa,sg,fm
סוכריה,sukaryā,sg,fm
תותשדה,tutṣadē,sg,ms
תנין,tanīn,sg,ms
כריש,karīš,sg,ms
לוטו,lōṭo,sg,ms
צב,cav,sg,ms
רופא,rofēʔ,sg,
משקפיים,mišqafāyim,pl,ms
סמרטוט,smarṭūṭ,sg,ms
גוף,guf,sg,ms
גרון,garōn,sg,ms
מעטפה,maʕaṭafā,sg,fm
חזרה,xazarā,sg,fm
צפרדע,cfardēaʕ,sg,fm
תנור,tanūr,sg,ms
כפות,kapōt,pl,fm
פנדה,pānda,sg,fm
כיתה,kitā,sg,fm
שם,šem,sg,ms
כר,kar,sg,ms
פי,piʝāma,sg,fm
קלמנטינה,qlemanṭīna,sg,fm
התחלה,hatxalā,sg,fm
הקלטה,haqlaṭā,sg,fm
מהפכה,mahapeḳā,sg,fm
ספה,sapā,sg,fm
קש,qaš,sg,ms
פלסטר,plāsṭer,sg,ms
טוסט,ṭosṭ,sg,ms
כפיים,kapāyim,pl,fm
זהבים,zehavīm,pl,ms
טשו,ṭīšu,sg,ms
רעם,rāʕam,sg,ms
רוטב,rōṭev,sg,ms
קצה,qacē,sg,ms
מעשה,maʕaṣē,sg,ms
קליפות,qlipōt,pl,fm
מסגרת,misgēret,,fm
דוקטור,dōqṭor,sg,ms
עיתים,ʕitīm,pl,fm
מקלות,maqlōt,pl,ms
פנס,panās,sg,ms
ביתי,bitī,sg,fm
שלג,šēleg,sg,ms
עור,ʕor,sg,ms
חנוכיה,xanukiyā,sg,fm
שיטה,šiṭā,sg,fm
הפתעות,haftaʕōt,pl,fm
דמעות,dmaʕōt,pl,fm
דלקת,dalēqet,sg,fm
בוץ,boc,sg,ms
בקבוקים,baqbuqīm,pl,ms
שבועיים,švuʕāyim,,ms
קיר,qir,sg,ms
אורות,ʔorōt,pl,ms
שטויות,šṭuyōt,pl,fm
זאבה,zeʔevā,sg,fm
זאב,zeʔēv,sg,ms
חנויות,xanuyōt,pl,fm
צנצנת,cincēnet,sg,fm
עמודים,ʕamudīm,pl,ms
גשר,gēšer,sg,ms
הורים,horīm,pl,ms
כוח,kōax,sg,ms
דובים,dubīm,pl,ms
מדרכה,midraḳā,sg,fm
טיפה,ṭipā,sg,fm
כיבוד,kibūd,sg,ms
תפוזים,tapuzīm,pl,ms
תקרה,tiqrā,sg,fm
חמציץ,xamcīc,sg,ms
שפיץ,špic,sg,ms
גיבורה,giborā,sg,fm
כביש,kviš,sg,ms
קציצות,qcicōt,pl,fm
עציצים,ʕacicīm,pl,ms
ניגודים,nigudīm,pl,ms
ארוחת,ʔaruxāt,sg,fm
פעמיים,paʕamāyim,,fm
דירים,dayarīm,pl,ms
ארץ,ʔērec,sg,fm
עזרה,ʕezrā,sg,fm
בורקס,burēqas,sg,ms
עצי,ʕacēy,pl,ms
גגות,gagōt,pl,ms
סנדלרים,sandlarīm,pl,ms
אכילה,ʔaḳilā,sg,fm
קסטות,qasēṭot,pl,fm
ספרה,sifrā,sg,fm
דברי,divrēy,pl,ms
קוסם,qosēm,sg,ms
ביתסוהר,beytsōhar,sg,ms
ביגלה,bēygale,sg,fm
עולם,ʕolām,sg,ms
הוקוס,hōqus_pōqus,sg,ms
מיטות,miṭōt,pl,fm
מסרק,masrēq,sg,ms
בנים,banīm,pl,ms
קשוט,qišūṭ,sg,ms
גנשעשועים,ganšaʕašuʕīm,sg,ms
רדיו,rādyo,sg,ms
פרז,frīžider,sg,ms
בגדים,bēgedyam,sg,ms
גננת,ganēnet,sg,fm
עטים,ʕeṭīm,pl,ms
עצמך,ʕacmeḳā,sg,fm
מצלמה,maclemā,sg,fm
עוגתגבינה,ʕugātgvinā,sg,fm
מגלשה,maglešā,sg,fm
גפרורים,gafrurīm,pl,ms
בטריה,baṭarīya,sg,fm
מפיות,mapiyōt,pl,fm
חללית,xalalīt,sg,fm
מקרופון,mīqrofon,sg,ms
חניה,xanayā,sg,fm
שאלות,šeʔelōt,pl,fm
נוי,noy,sg,ms
נורות,nurōt,pl,fm
לונה,lūna_paʔrq,sg,ms
שמפנזה,šimpānza,sg,fm
גיל,gil,sg,ms
כוננית,konanīt,sg,fm
שקלים,šqalīm,pl,ms
סירופ,sīrop,sg,ms
גרעפס,greʕps,sg,ms
גלגול,gilgūl,sg,ms
סיכוי,sikūy,sg,ms
אחיך,ʔaxīḳ,sg,ms
בגדגוף,bēgedguf,sg,ms
טור,ṭur,sg,ms
קניות,qniyōt,pl,fm
קנים,qanīm,pl,ms
